skill,category,normalized_skill,resume_match_weight,aliases,skill_type,parent_skill
capital,IT & Software,Capital,5,,hard,IT & Software
Capital Assets,IT & Software,Capital Assets,5,,hard,IT & Software
Capital Budgeting,IT & Software,Capital Budgeting,5,,hard,IT & Software
Capital Expenditure,IT & Software,Capital Expenditure,5,,hard,IT & Software
Capital Expenditures,IT & Software,Capital Expenditures,5,,hard,IT & Software
capital gains tax,IT & Software,Capital Gains Tax,5,,hard,IT & Software
Capital Good,IT & Software,Capital Good,5,,hard,IT & Software
Capital Investment,IT & Software,Capital Investment,5,,hard,IT & Software
Capital Market,IT & Software,Capital Market,5,,hard,IT & Software
Capitalisation,IT & Software,Capitalisation,5,,hard,IT & Software
Capitalization,IT & Software,Capitalization,5,,hard,IT & Software
Capsule Filling,Domain-Specific / Other,Capsule Filling,5,,hard,Domain-Specific / Other
Capsules,Domain-Specific / Other,Capsules,5,,hard,Domain-Specific / Other
Captive Insurance Accounting,Finance & Accounts,Captive Insurance Accounting,5,,hard,Finance & Accounts
Captives Accounting,Finance & Accounts,Captives Accounting,5,,hard,Finance & Accounts
Cardiac,Domain-Specific / Other,Cardiac,5,,hard,Domain-Specific / Other
Cardiovascular,Domain-Specific / Other,Cardiovascular,5,,hard,Domain-Specific / Other
CARO Report.,Domain-Specific / Other,Caro Report.,5,,hard,Domain-Specific / Other
CASA,Domain-Specific / Other,Casa,5,,hard,Domain-Specific / Other
case packer,Domain-Specific / Other,Case Packer,5,,hard,Domain-Specific / Other
Caseware,Domain-Specific / Other,Caseware,5,,hard,Domain-Specific / Other
CASH,Domain-Specific / Other,Cash,5,,hard,Domain-Specific / Other
Cash & Bank Management,Domain-Specific / Other,Cash & Bank Management,5,,hard,Domain-Specific / Other
cash & bank transaction,Domain-Specific / Other,Cash & Bank Transaction,5,,hard,Domain-Specific / Other
Cash Allocation,Domain-Specific / Other,Cash Allocation,5,,hard,Domain-Specific / Other
cash application,IT & Software,Cash Application,5,,hard,IT & Software
Cash Applications,IT & Software,Cash Applications,5,,hard,IT & Software
Cash Book,Domain-Specific / Other,Cash Book,5,,hard,Domain-Specific / Other
cash budget,Finance & Accounts,Cash Budget,5,,hard,Finance & Accounts
cash collection,Domain-Specific / Other,Cash Collection,5,,hard,Domain-Specific / Other
cash discounts,Domain-Specific / Other,Cash Discounts,5,,hard,Domain-Specific / Other
cash flow,Domain-Specific / Other,Cash Flow,5,,hard,Domain-Specific / Other
Cash Flow Analysis,Domain-Specific / Other,Cash Flow Analysis,5,,hard,Domain-Specific / Other
Cash Flow Management,Domain-Specific / Other,Cash Flow Management,5,,hard,Domain-Specific / Other
Cash Flow Mgmt,Domain-Specific / Other,Cash Flow Mgmt,5,,hard,Domain-Specific / Other
cash flow projection,Domain-Specific / Other,Cash Flow Projection,5,,hard,Domain-Specific / Other
Cash Flow Statement,Domain-Specific / Other,Cash Flow Statement,5,,hard,Domain-Specific / Other
cash flow statement preparation,Domain-Specific / Other,Cash Flow Statement Preparation,5,,hard,Domain-Specific / Other
cash flow statements,Domain-Specific / Other,Cash Flow Statements,5,,hard,Domain-Specific / Other
Cash Flows,Domain-Specific / Other,Cash Flows,5,,hard,Domain-Specific / Other
Cash handling,Domain-Specific / Other,Cash Handling,5,,hard,Domain-Specific / Other
Cash Management,Domain-Specific / Other,Cash Management,5,,hard,Domain-Specific / Other
CASH MANAGENET,Domain-Specific / Other,Cash Managenet,5,,hard,Domain-Specific / Other
Cash Payment,Domain-Specific / Other,Cash Payment,5,,hard,Domain-Specific / Other
cash receipts,Domain-Specific / Other,Cash Receipts,5,,hard,Domain-Specific / Other
Cash Reconciliation,Domain-Specific / Other,Cash Reconciliation,5,,hard,Domain-Specific / Other
Cash Voucher,Domain-Specific / Other,Cash Voucher,5,,hard,Domain-Specific / Other
Cashew processing,Domain-Specific / Other,Cashew Processing,5,,hard,Domain-Specific / Other
cashflow,Domain-Specific / Other,Cashflow,5,,hard,Domain-Specific / Other
Cashier,Domain-Specific / Other,Cashier,5,,hard,Domain-Specific / Other
Cashier Activities,Domain-Specific / Other,Cashier Activities,5,,hard,Domain-Specific / Other
cast iron,Domain-Specific / Other,Cast Iron,5,,hard,Domain-Specific / Other
Casting,Domain-Specific / Other,Casting,5,,hard,Domain-Specific / Other
casting production,Operations & Production,Casting Production,5,,hard,Operations & Production
category management,Domain-Specific / Other,Category Management,5,,hard,Domain-Specific / Other
category manager,Domain-Specific / Other,Category Manager,5,,hard,Domain-Specific / Other
catering,Domain-Specific / Other,Catering,5,,hard,Domain-Specific / Other
Catia,Domain-Specific / Other,Catia,5,,hard,Domain-Specific / Other
CATIA V5,Domain-Specific / Other,Catia V5,5,,hard,Domain-Specific / Other
cb content testing,Domain-Specific / Other,Cb Content Testing,5,,hard,Domain-Specific / Other
CBGP,Domain-Specific / Other,Cbgp,5,,hard,Domain-Specific / Other
CC,Domain-Specific / Other,Cc,5,,hard,Domain-Specific / Other
Ccc,Domain-Specific / Other,Ccc,5,,hard,Domain-Specific / Other
CCNP,Domain-Specific / Other,Ccnp,5,,hard,Domain-Specific / Other
CED paint production,Operations & Production,Ced Paint Production,5,,hard,Operations & Production
Cent OS Containerization tool : Docker Cloud Technologies : Amazon Web Service EC2,IT & Software,Cent Os Containerization Tool : Docker Cloud Technologies : Amazon Web Service Ec2,5,,hard,IT & Software
Center Management,Domain-Specific / Other,Center Management,5,,hard,Domain-Specific / Other
Central Excise,Domain-Specific / Other,Central Excise,5,,hard,Domain-Specific / Other
Centrifuge,Domain-Specific / Other,Centrifuge,5,,hard,Domain-Specific / Other
ceramics,Domain-Specific / Other,Ceramics,5,,hard,Domain-Specific / Other
certified industrial acounting course from institute of computer acounts,Certifications,Certified Industrial Acounting Course From Institute Of Computer Acounts,5,,hard,Certifications
Certified Six Sigma Green Belt,Operations & Production,Certified Six Sigma Green Belt,5,,hard,Operations & Production
CFA,Certifications,Cfa,5,,hard,Certifications
CFO,Domain-Specific / Other,Cfo,5,,hard,Domain-Specific / Other
cGLP,Domain-Specific / Other,Cglp,5,,hard,Domain-Specific / Other
cGMP,Domain-Specific / Other,Cgmp,5,,hard,Domain-Specific / Other
CGMP Chemical Production,Operations & Production,Cgmp Chemical Production,5,,hard,Operations & Production
Change control,Domain-Specific / Other,Change Control,5,,hard,Domain-Specific / Other
change management,Domain-Specific / Other,Change Management,5,,hard,Domain-Specific / Other
Channel Accounting,Finance & Accounts,Channel Accounting,5,,hard,Finance & Accounts
Channel Management,Domain-Specific / Other,Channel Management,5,,hard,Domain-Specific / Other
channel partner,Design Skills,Channel Partner,5,,hard,Design Skills
Channel Sale,Domain-Specific / Other,Channel Sale,5,,hard,Domain-Specific / Other
Channel Sales,Sales & Marketing,Channel Sales,5,,hard,Sales & Marketing
Chart Of Accounts,Design Skills,Chart Of Accounts,5,,hard,Design Skills
Chartered Accountant,Design Skills,Chartered Accountant,5,,hard,Design Skills
Chartered Accountant (CA),Design Skills,Chartered Accountant (Ca),5,,hard,Design Skills
Chartered Accountant -Accounts and Tax,Finance & Accounts,Chartered Accountant -Accounts And Tax,5,,hard,Finance & Accounts
Chartered Accountant Financial Accounting,Finance & Accounts,Chartered Accountant Financial Accounting,5,,hard,Finance & Accounts
Chartered Accountant Management Accounting,Finance & Accounts,Chartered Accountant Management Accounting,5,,hard,Finance & Accounts
CharteredAccountants,Design Skills,Charteredaccountants,5,,hard,Design Skills
Charts,Design Skills,Charts,5,,hard,Design Skills
Chatter,Domain-Specific / Other,Chatter,5,,hard,Domain-Specific / Other
chatting,Domain-Specific / Other,Chatting,5,,hard,Domain-Specific / Other
checking accounts,Domain-Specific / Other,Checking Accounts,5,,hard,Domain-Specific / Other
cheerful,Domain-Specific / Other,Cheerful,5,,hard,Domain-Specific / Other
Chemdraw,Domain-Specific / Other,Chemdraw,5,,hard,Domain-Specific / Other
Chemical,Domain-Specific / Other,Chemical,5,,hard,Domain-Specific / Other
Chemical Analysis,Domain-Specific / Other,Chemical Analysis,5,,hard,Domain-Specific / Other
chemical engg,Domain-Specific / Other,Chemical Engg,5,,hard,Domain-Specific / Other
chemical engg.,Domain-Specific / Other,Chemical Engg.,5,,hard,Domain-Specific / Other
Chemical Engineer,Operations & Production,Chemical Engineer,5,,hard,Operations & Production
chemical engineer Production Engineering,Operations & Production,Chemical Engineer Production Engineering,5,,hard,Operations & Production
Chemical Engineering,Operations & Production,Chemical Engineering,5,,hard,Operations & Production
Chemical engineering aspects,Operations & Production,Chemical Engineering Aspects,5,,hard,Operations & Production
Chemical Engineering Production Scheduling,Operations & Production,Chemical Engineering Production Scheduling,5,,hard,Operations & Production
Chemical Handling,Domain-Specific / Other,Chemical Handling,5,,hard,Domain-Specific / Other
Chemical Manufacturing,Operations & Production,Chemical Manufacturing,5,,hard,Operations & Production
chemical plant,Operations & Production,Chemical Plant,5,,hard,Operations & Production
chemical plant operations,Operations & Production,Chemical Plant Operations,5,,hard,Operations & Production
Chemical Process Engineer,Operations & Production,Chemical Process Engineer,5,,hard,Operations & Production
Chemical Process Engineering,Operations & Production,Chemical Process Engineering,5,,hard,Operations & Production
Chemical Processing,Domain-Specific / Other,Chemical Processing,5,,hard,Domain-Specific / Other
Chemical Production,Operations & Production,Chemical Production,5,,hard,Operations & Production
chemical production department,Operations & Production,Chemical Production Department,5,,hard,Operations & Production
Chemical Production Manager,Operations & Production,Chemical Production Manager,5,,hard,Operations & Production
chemical production planning,Operations & Production,Chemical Production Planning,5,,hard,Operations & Production
Chemical Reaction Engineering,IT & Software,Chemical Reaction Engineering,5,,hard,IT & Software
Chemical Research Mgr,Domain-Specific / Other,Chemical Research Mgr,5,,hard,Domain-Specific / Other
Chemical Technologist with chemistry and engineering knowledge for the development,IT & Software,Chemical Technologist With Chemistry And Engineering Knowledge For The Development,5,,hard,IT & Software
Chemical Testing,Domain-Specific / Other,Chemical Testing,5,,hard,Domain-Specific / Other
chemist,Domain-Specific / Other,Chemist,5,,hard,Domain-Specific / Other
Chemist production officer,Operations & Production,Chemist Production Officer,5,,hard,Operations & Production
Chemistry,Domain-Specific / Other,Chemistry,5,,hard,Domain-Specific / Other
Cheque iss ...,Domain-Specific / Other,Cheque Iss ...,5,,hard,Domain-Specific / Other
cheques,Domain-Specific / Other,Cheques,5,,hard,Domain-Specific / Other
chess,Domain-Specific / Other,Chess,5,,hard,Domain-Specific / Other
Chief Accountant,Domain-Specific / Other,Chief Accountant,5,,hard,Domain-Specific / Other
Chief Accounting Officer (CAO),Finance & Accounts,Chief Accounting Officer (Cao),5,,hard,Finance & Accounts
Chief Financial Controller,Domain-Specific / Other,Chief Financial Controller,5,,hard,Domain-Specific / Other
Chief Financial Officer (CFO),Domain-Specific / Other,Chief Financial Officer (Cfo),5,,hard,Domain-Specific / Other
chillers,Operations & Production,Chillers,5,,hard,Operations & Production
Chlorination,Domain-Specific / Other,Chlorination,5,,hard,Domain-Specific / Other
Chocolate,Domain-Specific / Other,Chocolate,5,,hard,Domain-Specific / Other
Chocolate filling,Domain-Specific / Other,Chocolate Filling,5,,hard,Domain-Specific / Other
chocolate Moulding line,Domain-Specific / Other,Chocolate Moulding Line,5,,hard,Domain-Specific / Other
Chocolate processing,Domain-Specific / Other,Chocolate Processing,5,,hard,Domain-Specific / Other
Cinematography,Domain-Specific / Other,Cinematography,5,,hard,Domain-Specific / Other
Cintractor evalustion,Domain-Specific / Other,Cintractor Evalustion,5,,hard,Domain-Specific / Other
Cipet,Domain-Specific / Other,Cipet,5,,hard,Domain-Specific / Other
circuit breaker,IT & Software,Circuit Breaker,5,,hard,IT & Software
circuit breaker panel.,IT & Software,Circuit Breaker Panel.,5,,hard,IT & Software
circular loom production,Operations & Production,Circular Loom Production,5,,hard,Operations & Production
Cisco,Domain-Specific / Other,Cisco,5,,hard,Domain-Specific / Other
CIT Appeal),IT & Software,Cit Appeal),5,,hard,IT & Software
Citrix,Domain-Specific / Other,Citrix,5,,hard,Domain-Specific / Other
Civil,Operations & Production,Civil,5,,hard,Operations & Production
Civil Site,Operations & Production,Civil Site,5,,hard,Operations & Production
clarity,Domain-Specific / Other,Clarity,5,,hard,Domain-Specific / Other
Class VP) Dionex : Ultimate3000 (chromeleon) GC : Shimadzu-2014,HR & Recruitment,Class Vp) Dionex : Ultimate3000 (Chromeleon) Gc : Shimadzu-2014,5,,hard,HR & Recruitment
Clean Room Production,Operations & Production,Clean Room Production,5,,hard,Operations & Production
Cleaning & Sanitation,Operations & Production,Cleaning & Sanitation,5,,hard,Operations & Production
cleaning validation,Operations & Production,Cleaning Validation,5,,hard,Operations & Production
clearing,Domain-Specific / Other,Clearing,5,,hard,Domain-Specific / Other
Clearing Operations,Domain-Specific / Other,Clearing Operations,5,,hard,Domain-Specific / Other
Client Account Manager,Domain-Specific / Other,Client Account Manager,5,,hard,Domain-Specific / Other
client communication,Soft Skills,Client Communication,5,,soft,Soft Skills
client convincing,Domain-Specific / Other,Client Convincing,5,,hard,Domain-Specific / Other
client coordination,Domain-Specific / Other,Client Coordination,5,,hard,Domain-Specific / Other
Client engagement,Domain-Specific / Other,Client Engagement,5,,hard,Domain-Specific / Other
Client Handling,Domain-Specific / Other,Client Handling,5,,hard,Domain-Specific / Other
client interaction,Domain-Specific / Other,Client Interaction,5,,hard,Domain-Specific / Other
Client Management,Domain-Specific / Other,Client Management,5,,hard,Domain-Specific / Other
Client Onboarding,HR & Recruitment,Client Onboarding,5,,hard,HR & Recruitment
Client Relationship,Domain-Specific / Other,Client Relationship,5,,hard,Domain-Specific / Other
Client Relationship Management,Domain-Specific / Other,Client Relationship Management,5,,hard,Domain-Specific / Other
client relationship mgt,Domain-Specific / Other,Client Relationship Mgt,5,,hard,Domain-Specific / Other
Client Service Management,Domain-Specific / Other,Client Service Management,5,,hard,Domain-Specific / Other
client servicing,Domain-Specific / Other,Client Servicing,5,,hard,Domain-Specific / Other
Clinical,Healthcare & Clinical,Clinical,5,,hard,Healthcare & Clinical
Clinical Research,Healthcare & Clinical,Clinical Research,5,,hard,Healthcare & Clinical
closing,Domain-Specific / Other,Closing,5,,hard,Domain-Specific / Other
closing entries,Domain-Specific / Other,Closing Entries,5,,hard,Domain-Specific / Other
Closing Reporting,Domain-Specific / Other,Closing Reporting,5,,hard,Domain-Specific / Other
Cloud Computing,IT & Software,Cloud Computing,5,,hard,IT & Software
CMA,Domain-Specific / Other,Cma,5,,hard,Domain-Specific / Other
CMA Data,IT & Software,Cma Data,5,,hard,IT & Software
CMA Inter,Domain-Specific / Other,Cma Inter,5,,hard,Domain-Specific / Other
CMM,Domain-Specific / Other,Cmm,5,,hard,Domain-Specific / Other
