person_id,institution,program,start_date,location
11154,Sullivan College,Masters in Information Technology,06/09,"Louisville, KY"
11154,Purdue University,Bachelor of Arts in Education,08/03,"West Lafayette, IN"
11155,Oakland Community College,Associate Liberal Arts Degree in Computer Science,01/72,"Farmington Hills, MI"
11155,University of Michigan,Incomplete in Business Administration,01/76,"Dearborn, MI"
11156,MIAMI UNIVERSITY,Bachelor's Degree in Management Information Systems,09/97,"Oxford, OH"
11157,Hawaii Pacific University,Associates in Science in Applied Trades,,
11158,UNC Charlotte,,,"Charlotte, NC"
11158,New Jersey City University,Ph. D. in Economics,,
11159,COWLEY COUNTY COMMUNITY COLLEGE,Microsoft Certified System Administrator MCSA,07/04,"Wichita, KS"
11159,ÅS HIGH SCHOOL,High school or equivalent in Physics and Mathematics,06/91,"ÅS, NO"
11159,AGDER MARITIME COLLEGE,Associate in Pre-Engineering,06/90,"ARENDAL, NO"
11159,SOUTH HAVEN HIGH SCHOOL,High School Diploma,06/89,"South Haven, KS"
11160,University of Tennessee at Chattanooga,Bachelor's in Computer Science,12/17,"Chattanooga, TN"
11161,BRYANT STRATTON COLLEGE,A.S in Information Systems,,"Richmond, VA"
11162,Pearl River Community College,AS in Liberal Arts,2003/00,"Poplarville, MS"
11163,Central Piedmont Community College,Certificate in Computer Forensics,01/14,"Charlotte, NC"
11163,Penn Foster Career School,Certificate in Computer Forensics,03/13,"Foster, PA"
11163,Mecklenburg Police Academy,Police Officer Training,06/18,"Charlotte, NC"
11163,Music and Entertainment Management Institute of Audio Research,Audio Engineering,09/16,N/A
11163,SAE Institute,Audio Engineering,09/15,N/A
11163,NY Real Estate Institute,Real Estate Salesman Course,10/12,N/A
11163,U.S. Army Signal School,Certified Information Systems Security Professional,05/99,N/A
11163,Augusta Technical College,Diploma in Information Systems Operator,10/05,N/A
11164,University of Phoenix,General Studies,2011/,"Tucson, AZ"
11164,New Horizon Computer Learning Center,High School Diploma,1995/,"Enola, PA"
11165,University of Arkansas at Monticello,Bachelor of Science in Computer Information Systems,2005/08,"Monticello, AR"
11165,Holmes Community College,Associates in Business Administration,2003/08,"Goodman, MS"
11166,TIAA CREF,,01/2010,"New York, NY"
11166,TIAA CREF,,10/2007,"New York, NY"
11167,University of Michigan,Management Development Program,,
11167,University of Southern California,,,
11168,University of Phoenix,MBA in Project Management,08/15,"Phoenix, AZ"
11168,Webster University,Master of Science in Computer Information Systems Management,1999,
11168,Mississippi University,Bachelor of Science in Nursing,1992,"Columbus, MS"
11170,Pitt Community College,Basic Law Enforcement Training,2001,"Winterville, NC"
11170,Robeson Community College,Business Administration & Business Management,1997,"Lumberton, NC"
11170,Fayetteville Technical Community College,College Prep,1986,"Fayetteville, NC"
11170,Nettie Lee Roth High School,,1978,"Dayton, OH"
11171,Vishwanadha Institute of Technology & Management,Bachelor of Technology in Electronics and Communication Engineering,,"Visakhapatnam, Andhra Pradesh"
11171,Jawaharlal Nehru Technological University,,,"Kakinada, Andhra Pradesh"
11172,New School for Social Research,Masters in Management Auditing - Concentration in EDP/ IT,07/86,"New York, NY"
11172,New School for Social Research,Bachelor of Arts in Humanities Social Research Graduate School of Management and Urban Professions,1986,"New York, NY"
11173,Philadelphia Community College,Associates Degree in Computer Science,1974,"Philadelphia, PA"
11174,Hawaii Pacific University,BS in Health Science,01/10,"Honolulu, HI"
11174,East Canton High School,High School Graduate,09/99,"East Canton, OH"
11174,Community College of the Air Force,Communications Signals Collection and Processing Course,11/04,"Pensacola Naval Air Station, FL"
11174,Community College of the Air Force,Apprentice Signals Intelligence Production Course,10/04,"Pensacola Naval Air Station, FL"
11174,Community College of the Air Force,Communications Locator/Interceptor Course,05/04,"Pensacola Naval Air Station, FL"
11174,Community College of the Air Force,Basic Military Training Course,03/04,"Pensacola Naval Air Station, FL"
11175,STEVENSON UNIVERSITY,Master of Science in Forensic Studies in Digital Forensics,05/17,"Owings Mills, MD"
11175,Stevenson University,Bachelor of Science in Computer Information Systems in Computer Forensics,12/14,
11176,Union University,,08/89,"Jackson, TN"
11177,University of California - Davis,Bachelor of Arts in Political Science,,CA
11177,University of San Francisco,Masters of Science in Information Systems,,
11178,Walsh College,Master of Science in Business Information Technology in Information Assurance and Security,01/02,"Troy, MI"
11178,University of Michigan,Bachelor of General Studies in Secondary Education,09/78,"Ann Arbor, MI"
11179,The University of Alabama at Birmingham,Masters in Management Information Systems,01/18,"Birmingham, AL"
11179,Devry University,BS in Technical Management,05/07,"Irving, TX"
11180,ECPI College of Technology,Diploma,05/06,
11180,Meadowbrook High School,,09/99,
11180,Manchester High School,,09/98,
11182,Community College of Aurora,Associates of Arts in Business,2008,"Aurora, CO"
11182,Metro State University,Bachelor of Science in Business Finance,,"Denver, CO"
11183,Webster University,Bachelor of Arts in Communications,1998,
11183,University of Dallas,Master of Business Administration in Project Management,,
11183,U.S. Air Force Leadership School,,1996,"Scott AFB, IL"
11184,Liberty University,Bachelor's in Business Administration,09/13,"Lynchburg, VA"
11185,Richland & Eastfield College,Associates in Criminal Justice,2010,
11185,Eastfield & ElCentro College,Associates in Criminal Justice,2008,
11185,Richland College,Certificate of Real Estate,2002,
11186,MONTCLAIR STATE UNIVERSITY,Masters in level course,12/15,"Upper Montclair, NJ"
11187,Clark University,Master of Information Technology in Information Technology,12/17,"Worcester, MA"
11187,Sikkim Manipal University,Master of Computer Applications in Computer Applications,09/14,"Bengaluru, Karnataka"
11188,Bryant University,Bachelor of Science in Business Administration,05/14,
11189,San Diego State University,B.S. in Criminal Justice,05/12,San Diego
11190,Ganpat University,,09/2013,
11191,Oklahoma State University-Main Campus,BSBA in Management Information Systems,08/2012,"Stillwater, OK"
11191,Connors State College,Associate of Arts in General Studies,08/2010,"Warner, OK"
11193,Marymount University,Bachelor of Science in Information Technology in Information Technology,,
11194,SUNY Plattsburgh,Bachelor of Science in Information Technology,,
11195,Chicago State University,Master's in Computer Science,,"Chicago, IL"
11196,University of Cincinnati,Masters of Engineering in Computer Science,02/14,"Cincinnati, OH"
11196,Jawaharlal Nehru Technological University,Bachelor of Engineering in Computer Science,10/10,
11197,Tennessee State University,Bachelor's,,
11198,Butler County Community College,A.S. in Computer Forensics and Network Security,09/05,"Butler, PA"
11199,University of Buea,Bachelors of Science,,
11201,University of Texas at San Antonio,BS in Computer Information Systems,09/16,"San Antonio, TX"
11201,Saint Phillips College,Associate Degree in Liberal Arts,09/13,"San Antonio, TX"
11202,Clemson University,Bachelor of Science in Management,2011,
11203,"OLABISI ONABANJO UNIVERSITY, OGUN STATE NIGERIA",Bachelors of Science in Accounting,,OGUN STATE NIGERIA
11203,"FEDERAL POLYTECHNIC, ILARO OGUN STATE NIGERIA",Associate in ACCOUNTANCY,,OGUN STATE NIGERIA
11204,Trinity International University,Bachelor of Art in Business Administration,12/12,"Deerfield, IL"
11205,EAST CAROLINA UNIVERSITY,Bachelor of Science in Biological Sciences,1999,"Greenville, NC"
11205,EAST CAROLINA UNIVERSITY,MBA,2002,"Greenville, NC"
11206,VMT educational center,Diploma in computer science,,
11207,Northeastern University,Master of Science in Information Assurance,09/10,"Boston, MA"
11207,Mumbai University,Bachelors in Computer Engineering,09/05,"Mumbai, Maharashtra"
11208,Morgan State University,Master of Engineering in Electrical & Computer Engineering,05/15,"Baltimore, MD"
11208,Morgan State University,Bachelor of Science in Electrical & Computer Engineering,12/13,"Baltimore, MD"
11209,Laurel High School,High School Diploma,2010,laurel
11209,ITT Technical Institute,Bachelor of Science,,Richmond VA
11210,University of Maryland University College (UMUC),MBA,12/19,
11210,University of Maryland University College (UMUC),Master of Science in Cybersecurity,05/18,
11210,"Montgomery Community College - Germantown, MD",Certificate,05/16,
11210,"Institute of Public Administration and Management University of Sierra Leone - Freetown, SL",Bachelor of Science in Information Systems,12/12,
11211,DeVry University,Bachelor's,,
11212,Northeastern University,Bachelor of Science,05/16,"Boston, MA"
11213,North Idaho College,A.A.S. in Computer Information Technology,09/13,"Spokane, WA"
11214,"University of Maryland, University College","Bachelor of Science, Business Technology",09/14,"Adelphi, MD"
11215,"TEMPLE UNIVERSITY, The Fox School of Business",Master of Science in IT Audit & CyberSecurity,05/17,"Philadelphia, PA"
11215,SYMBIOSIS CENTRE FOR INFORMATION TECHNOLOGY,Master of Business Administration in Information Technology,03/14,"Pune, Maharashtra"
11215,RAJASTHAN TECHNICAL UNIVERSITY,Engineering & Technology,09/12,"Jaipur, Rajasthan"
11216,Rochester Institute of Technology,BS in Computing Security,08/14,"Rochester, NY"
11217,Bowie State University,B.S. in Business Administration,12/17,"Bowie, MD"
11218,University of Colorado Denver,Bachelor of Science in Business Administration,08/17,"Denver, CO"
11219,Arizona State University,Bachelor of Arts in Japanese Language,06/16,"Tempe, AZ"
11220,Youngstown State University,BSAS in Computer Information Systems,2011,
11221,Clark University,Bachelor of Science in Information Technology in w/ CyberSecurity,09/19,"Worcester, MA"
11221,Southern New Hampshire University,,,"Manchester, NH"
11222,University of Phoenix,BS in Information Systems Security,03/16,
11222,University of Phoenix,AA in Information Technology,2014,
11224,Belhaven University,Master of Business Administration in Business Administration,08/16,"Atlanta, GA"
11224,Jackson State University,Bachelor of Science in Mathematics,12/13,"Jackson, MS"
11225,Saint John's University,Bachelor of Arts in Italian and Spanish,09/12,"Queens, NY"
11226,Suffolk University,Bachelor's in Information Technology,09/2012,"Boston, MA"
11226,Lambda School (YC S17),CE in Full Stack Web Development,11/2018,"San Diego, CA"
11227,Kennesaw State University,BA in Web Design,12/14,"Marietta, GA"
11228,Kent State University,Bachelor of Science in Digital Science,2014/09,"Kent, OH"
11229,Normandale Community College,,,
11229,St.Margaret's High School,High School Diploma,05/11,"Saint Louis Park, MN"
11229,Minnesota State University Mankato,,,"Mankato, MN"
11230,Emory University,Bachelor of Arts in Theater and Media Studies,05/15,"Atlanta, GA"
11231,La Salle University,Master of Science in Cyber Security,09/2018,"Philadelphia, PA"
11231,La Salle University,Bachelor of Arts in Information Technology,03/2013,"Philadelphia, PA"
11232,Illinois State University,Bachelor of Science in Information Systems,2015,"Normal, IL"
11233,University of Cincinnati,Bachelor of Science in Information Technology,05/14,"Cincinnati, OH"
11233,Archbishop Moeller High School,High School Diploma,,
11234,Stony Brook University,Bachelor of Science in Information Systems,09/2002,"Stony Brook, NY"
11235,Baker College,Para-professional Education Certification in Certification and Organizations,08/14,"Auburn Hills, MI"
11236,University of Duala,Bachelor's in computer science,01/2014,Duala
11237,Stevens-Henager College,Bachelor of Computer Science in Network Security,,
11238,International Electronics and Technical Institute,Bachelor of Science in Information Technology,09/2009,
11238,Eastern Bacoor National High School,,09/2005,
11238,Marella Christianne Institute,,09/1999,
11239,Sacred Heart University,Cybersecurity and Forensics,09/2017,"Fairfield, CT"
11240,Eastern Michigan University,Bachelor's in Information Assurance,09/2014,"Ypsilanti, MI"
11240,Oakland Community College,ASSOCIATE IN APPLIED SCIENCE in Information Technology for Homeland Security,09/2013,
11241,BAYERO UNIVERSITY KANO,Bachelor of Science degree in Business Administration,,
11243,Vrije Universiteit (Free University of Brussels),Masters of Science,09/2010,"Brussels, IL"
